,0x0,0xffffffff,0x7fffffff
Start,0x5eb87a8b,0xa1478574,0x21478574
IA_SKIN_TBN_4WT,0x845a14d9,0x7ba5eb26,0x7ba5eb26
IA_SKIN_TBC_4WT,0x7ccad068,0x83352f97,0x3352f97
IA_SKIN_TBNLA_4WT,0xab169eb5,0x54e9614a,0x54e9614a
IA_SKIN_TBCNLA_4WT,0xe7eb4380,0x1814bc7f,0x1814bc7f
IA_SKIN_TB_8WT,0x99dbf3e0,0x66240c1f,0x66240c1f
weights2,0x7f7fb5b8,0x80804a47,0x804a47
IA_SKIN_TBN_8WT,0x8d40edbd,0x72bf1242,0x72bf1242
IA_SKIN_TBC_8WT,0x75d0290c,0x8a2fd6f3,0xa2fd6f3
IA_SKIN_TBNLA_8WT,0xa20c67d1,0x5df3982e,0x5df3982e
IA_SKIN_TBCNLA_8WT,0xeef1bae4,0x110e451b,0x110e451b
IA_NONSKIN_TB,0xb0cce974,0x4f33168b,0x4f33168b
uv_lightmapu,0xc5aa7701,0x3a5588fe,0x3a5588fe
IA_NONSKIN_TBC,0x6a0f866b,0x95f07994,0x15f07994
IA_NONSKIN_TBL,0xfab09bfa,0x54f6405,0x54f6405
IA_NONSKIN_TBL_LA,0x2431d731,0xdbce28ce,0x5bce28ce
IA_NONSKIN_TBN,0x14befad6,0xeb410529,0x6b410529
IA_NONSKIN_TBA,0x8401e747,0x7bfe18b8,0x7bfe18b8
IA_NONSKIN_TBNL,0xc2cc2b2d,0x3d33d4d2,0x3d33d4d2
IA_NONSKIN_TBNL_LA,0x11816713,0xee7e98ec,0x6e7e98ec
IA_NONSKIN_TBNC,0x527336bc,0xad8cc943,0x2d8cc943
IA_NONSKIN_TBNA,0xbc7d5790,0x4382a86f,0x4382a86f
IA_NONSKIN_TBLA,0x8e4b3512,0x71b4caed,0x71b4caed
IA_NONSKIN_TBCA,0x9d329dd,0xf62cd622,0x762cd622
IA_NONSKIN_TBNCA,0x115c121a,0xeea3ede5,0x6ea3ede5
IA_NONSKIN_TBNLA,0x96c40ed5,0x693bf12a,0x693bf12a
IA_NONSKIN_B,0xe7cf934f,0x18306cb0,0x18306cb0
IA_NONSKIN_BC,0xdb536c35,0x24ac93ca,0x24ac93ca
IA_NONSKIN_BL,0x4bec71a4,0xb4138e5b,0x34138e5b
IA_NONSKIN_BL_LA,0x845fd283,0x7ba02d7c,0x7ba02d7c
IA_NONSKIN_BA,0x355d0d19,0xcaa2f2e6,0x4aa2f2e6
IA_NONSKIN_BLA,0x229150b,0xfdd6eaf4,0x7dd6eaf4
IA_NONSKIN_BCA,0x85b109c4,0x7a4ef63b,0x7a4ef63b
IA_SKIN_OTB_4WT_4M,0x5b954b6a,0xa46ab495,0x246ab495
IA_NONSKIN_TBN_4M,0x6068a06f,0x9f975f90,0x1f975f90
MATERIAL_VELOCITY_OUTPUT,0x2ccbb5ae,0xd3344a51,0x53344a51
velocity0,0x5b6f1cbb,0xa490e344,0x2490e344
Velocity,0x47aeb4ff,0xb8514b00,0x38514b00
velocity1,0x2c682c2d,0xd397d3d2,0x5397d3d2
IA_SKIN_VELOCITY_EDGE,0x36ff889f,0xc9007760,0x49007760
OUTLINE_DETECTOR,0xb855088d,0x47aaf772,0x47aaf772
idstart,0x497c3996,0xb683c669,0x3683c669
idend,0x19f968d6,0xe6069729,0x66069729
zstart,0x42202d96,0xbddfd269,0x3ddfd269
zinvrange,0x1f779245,0xe0886dba,0x60886dba
MATERIAL_OUTLINE_OUTPUT,0xce95b264,0x316a4d9b,0x316a4d9b
ShadowReceiveParam,0xa838badb,0x57c74524,0x57c74524
fShadowLightPos,0x207ed2d0,0xdf812d2f,0x5f812d2f
fShadowLightRangeInverse,0x366138c7,0xc99ec738,0x499ec738
fShadowDistanceBias,0xf6e64c02,0x919b3fd,0x919b3fd
fShadowLightDir,0x1a0c4e6c,0xe5f3b193,0x65f3b193
fShadowRange,0x7fd248a5,0x802db75a,0x2db75a
fShadowProjectNear,0x2ee3b979,0xd11c4686,0x511c4686
fShadowProjectMiddle,0x9518f4a8,0x6ae70b57,0x6ae70b57
fShadowProjectFar,0xb61f5d4b,0x49e0a2b4,0x49e0a2b4
fShadowDistanceAttn,0xa41e5902,0x5be1a6fd,0x5be1a6fd
fShadowAngularAttn,0x536930b9,0xac96cf46,0x2c96cf46
fShadowCubeFaceOffset,0x21f3c550,0xde0c3aaf,0x5e0c3aaf
fShadowCubeFaceScale,0x128007cc,0xed7ff833,0x6d7ff833
fShadowMapSize,0x3ab3bbde,0xc54c4421,0x454c4421
fShadowRangeMat,0x2343c143,0xdcbc3ebc,0x5cbc3ebc
fShadowFaceIncreaseAttn,0xcf4aa3fa,0x30b55c05,0x30b55c05
fShadowFaceDecreaseAttn,0x72c42550,0x8d3bdaaf,0xd3bdaaf
fShadowDistanceScaledDepthBias,0x62f53db3,0x9d0ac24c,0x1d0ac24c
fShadowVarianceEpsilon,0xb4a45806,0x4b5ba7f9,0x4b5ba7f9
fShadowPmaxPower,0xd6e6fd89,0x29190276,0x29190276
fShadowNearPlane,0xaaa37099,0x555c8f66,0x555c8f66
fShadowAttn,0x269fb59a,0xd9604a65,0x59604a65
ShadowReceiveContext,0x18d7d1ef,0xe7282e10,0x67282e10
bShadowSelector,0xdfe37bbe,0x201c8441,0x201c8441
SHADOWRECEIVE_OUTPUT,0x23b01c54,0xdc4fe3ab,0x5c4fe3ab
SV_POSITION,0x7607d5b1,0x89f82a4e,0x9f82a4e
t_near,0xcc3a7563,0x33c58a9c,0x33c58a9c
TexcoordNear,0x4c0c7a04,0xb3f385fb,0x33f385fb
t_middle,0xb7e76231,0x48189dce,0x48189dce
TexcoordMiddle,0xde402f6,0xf21bfd09,0x721bfd09
t_far,0xd7a95382,0x2856ac7d,0x2856ac7d
TexcoordFar,0x84c1ff17,0x7b3e00e8,0x7b3e00e8
viewz,0x682c2423,0x97d3dbdc,0x17d3dbdc
ViewZ,0x92832bef,0x6d7cd410,0x6d7cd410
SHADOWRECEIVE_DEFERRED_OUTPUT,0xfec60f19,0x139f0e6,0x139f0e6
eye_ray,0xa83928bc,0x57c6d743,0x57c6d743
EyeRay,0x2c6ad653,0xd39529ac,0x539529ac
IA_DUAL_PARABOLOID,0x362a542,0xfc9d5abd,0x7c9d5abd
view,0xfefdab8e,0x1025471,0x1025471
DUAL_PARABOLOID_OUTPUT,0x81da71c,0xf7e258e3,0x77e258e3
DEFERRED_LIGHTING_GEOMETRY_PARAMETER,0x97c255c6,0x683daa39,0x683daa39
specularPower,0xcd615379,0x329eac86,0x329eac86
lightGroup,0x4076c35c,0xbf893ca3,0x3f893ca3
HalfLambert,0x21091598,0xdef6ea67,0x5ef6ea67
DIFERRED_LIGHTING_MRT,0xeb2300dc,0x14dcff23,0x14dcff23
DEFERRED_LIGHTING_GBUFFER_PASS_VS_OUTPUT,0x82d16f13,0x7d2e90ec,0x7d2e90ec
UV_BaseMap,0xc7eeec24,0x381113db,0x381113db
UV_NormalMap,0x561cb5da,0xa9e34a25,0x29e34a25
UV_AlphaMap,0xa7f5c8a2,0x580a375d,0x580a375d
IA_DEFERRED_LIGHTING_LIGHT_VOLUME,0xe75e5206,0x18a1adf9,0x18a1adf9
DEFERRED_LIGHTING_LIGHT_VOLUME_VS_OUTPUT,0xe7b957e9,0x1846a816,0x1846a816
DEFERRED_LIGHTING_LIGHT_VOLUME_MRT_PS_OUTPUT,0x8e636640,0x719c99bf,0x719c99bf
RSM_PARAM,0x2c8c6ec4,0xd373913b,0x5373913b
wpos,0xa8347887,0x57cb8778,0x57cb8778
flux,0x7252313a,0x8dadcec5,0xdadcec5
RSM_OUTPUT,0xff557f69,0xaa8096,0xaa8096
ADHESION_INPUT,0x31540bf4,0xceabf40b,0x4eabf40b
ADHESION_OUTPUT,0x553e391d,0xaac1c6e2,0x2ac1c6e2
ADHESION_OUTPUT_PV,0x7b09b96d,0x84f64692,0x4f64692
Diffuse,0x611cefed,0x9ee31012,0x1ee31012
fog,0x82a8ed13,0x7d5712ec,0x7d5712ec
Fog,0xbae5abf3,0x451a540c,0x451a540c
HS_PN_CONSTANT,0x64a9fcaf,0x9b560350,0x1b560350
fTessFactor,0xd1e41b1e,0x2e1be4e1,0x2e1be4e1
SV_TessFactor,0x81363dba,0x7ec9c245,0x7ec9c245
fInsideTessFactor,0x56cb69a5,0xa934965a,0x2934965a
SV_InsideTessFactor,0x7a26bf5b,0x85d940a4,0x5d940a4
f3B210,0x7f9819e4,0x8067e61b,0x67e61b
f3B120,0x56f3f47e,0xa90c0b81,0x290c0b81
f3B021,0x2036aedf,0xdfc95120,0x5fc95120
f3B012,0x9212aca6,0x6ded5359,0x6ded5359
f3B102,0x8acbf7d0,0x7534082f,0x7534082f
f3B201,0x11841833,0xee7be7cc,0x6e7be7cc
f3B111,0xad9972b,0xf52668d4,0x752668d4
CENTER,0xb0082ca2,0x4ff7d35d,0x4ff7d35d
f3N110,0x37081805,0xc8f7e7fa,0x48f7e7fa
f3N011,0x41cd42a4,0xbe32bd5b,0x3e32bd5b
f3N101,0x591419d2,0xa6ebe62d,0x26ebe62d
HS_PH_CONSTANT,0x69b78ce8,0x96487317,0x16487317
MATERIAL_PH_OUTPUT,0x26cd5ae,0xfd932a51,0x7d932a51
gnormal,0x433a6452,0xbcc59bad,0x3cc59bad
GeomNormal,0xfd59e307,0x2a61cf8,0x2a61cf8
gflags,0x691428e6,0x96ebd719,0x16ebd719
GeomFlags,0x1836d94,0xfe7c926b,0x7e7c926b
HS_DM_CONSTANT,0x91b1f0e5,0x6e4e0f1a,0x6e4e0f1a
SHADOWCAST_INPUT,0x1e79a29b,0xe1865d64,0x61865d64
SHADOWCAST_OUTPUT,0x881c687d,0x77e39782,0x77e39782
IA_PRIMITIVE_CLOUD_BILLBOARD,0xccf43804,0x330bc7fb,0x330bc7fb
cloud_asp,0xc06c8822,0x3f9377dd,0x3f9377dd
cloud_alpha,0x9ae36809,0x651c97f6,0x651c97f6
cloud_size,0x2b34060e,0xd4cbf9f1,0x54cbf9f1
cloud_pos,0xa2f64d82,0x5d09b27d,0x5d09b27d
cloud_scale,0xa64574e7,0x59ba8b18,0x59ba8b18
IA_PRIMITIVE_CLOUD,0x71adedb6,0x8e521249,0xe521249
IA_PRIMITIVE_SPRITE,0xad8c5ed9,0x5273a126,0x5273a126
zoffset,0x3dbc3b68,0xc243c497,0x4243c497
intensity,0xe9b2b892,0x164d476d,0x164d476d
spr_scale,0x2f3cd397,0xd0c32c68,0x50c32c68
spr_rot,0xb9caca21,0x463535de,0x463535de
spr_w,0xb758d4a4,0x48a72b5b,0x48a72b5b
spr_h,0x3a50d951,0xc5af26ae,0x45af26ae
spr_ratio,0x3f1a4e6c,0xc0e5b193,0x40e5b193
spr_volume,0x3de7f6f6,0xc2180909,0x42180909
prim_rot,0x8dca0312,0x7235fced,0x7235fced
prim_vol,0x99af3398,0x6650cc67,0x6650cc67
prim_prscale,0x75efaaf2,0x8a10550d,0xa10550d
S8,0xf84da4f6,0x7b25b09,0x7b25b09
IA_PRIMITIVE_NT,0x7f572eac,0x80a8d153,0xa8d153
nt_rot,0xfe78e801,0x18717fe,0x18717fe
nt_size,0xba91047d,0x456efb82,0x456efb82
nt_volume,0x877724d1,0x7888db2e,0x7888db2e
IA_PRIMITIVE_POLYLINE,0x2f2ef3fb,0xd0d10c04,0x50d10c04
pln_w,0xff0b1c47,0xf4e3b8,0xf4e3b8
pln_reserved,0x4f14cdab,0xb0eb3254,0x30eb3254
pln_tangent,0xffaf682b,0x5097d4,0x5097d4
pln_volume,0xb730d8f4,0x48cf270b,0x48cf270b
IA_PRIMITIVE_POLYGON,0x14ea4438,0xeb15bbc7,0x6b15bbc7
ply_normal,0x595145fc,0xa6aeba03,0x26aeba03
ply_binormal,0xbe410426,0x41befbd9,0x41befbd9
ply_tangent,0x370e4793,0xc8f1b86c,0x48f1b86c
ply_volume,0xc14ee0c6,0x3eb11f39,0x3eb11f39
PRIMITIVE_VS_INPUT,0xf379470e,0xc86b8f1,0xc86b8f1
tex_coord,0x5898d426,0xa7672bd9,0x27672bd9
cloud_aspect,0x2472f0e6,0xdb8d0f19,0x5b8d0f19
PRIMITIVE_VS_OUTPUT,0x8940f53,0xf76bf0ac,0x776bf0ac
Fresnel,0xcac29003,0x353d6ffc,0x353d6ffc
depth_vol,0xcf6798a4,0x3098675b,0x3098675b
DepthVol,0x26c9ec07,0xd93613f8,0x593613f8
w_pos,0x6126eb88,0x9ed91477,0x1ed91477
WrlPosition,0xa8910794,0x576ef86b,0x576ef86b
s_pos,0x94a64d48,0x6b59b2b7,0x6b59b2b7
ScrPosition,0xb4260723,0x4bd9f8dc,0x4bd9f8dc
parallax_scale,0xd46c5f56,0x2b93a0a9,0x2b93a0a9
ParaScale,0xdbe0159d,0x241fea62,0x241fea62
ouv,0x57e40cb5,0xa81bf34a,0x281bf34a
OccUV,0x3a4748c1,0xc5b8b73e,0x45b8b73e
ouvx,0x3780b58c,0xc87f4a73,0x487f4a73
OccUVX,0x5beb8325,0xa4147cda,0x24147cda
ouvy,0x4087851a,0xbf787ae5,0x3f787ae5
OccUVY,0x2cecb3b3,0xd3134c4c,0x53134c4c
od,0xe963c0d6,0x169c3f29,0x169c3f29
OccDist,0x7fd70a52,0x8028f5ad,0x28f5ad
oz,0x136cfdb5,0xec93024a,0x6c93024a
OccZ,0x6dcc6280,0x92339d7f,0x12339d7f
cac,0x1d8dc66f,0xe2723990,0x62723990
CldAmb,0xd23fd110,0x2dc02eef,0x2dc02eef
cdc,0x60fa322a,0x9f05cdd5,0x1f05cdd5
CldDir,0xad2fc69b,0x52d03964,0x52d03964
PRIMITIVE_HS_INPUT,0x9a486417,0x65b79be8,0x65b79be8
PRIMITIVE_HS_CONST_DATA,0x5f58694b,0xa0a796b4,0x20a796b4
edges,0xbfaa0db5,0x4055f24a,0x4055f24a
inside,0xbafef2b4,0x45010d4b,0x45010d4b
uv_min,0x51ebf388,0xae140c77,0x2e140c77
UVMin,0xbec065fa,0x413f9a05,0x413f9a05
uv_max,0x6de6ccd1,0x9219332e,0x1219332e
UVMax,0x82cd5aa3,0x7d32a55c,0x7d32a55c
uv_center,0x12add9fa,0xed522605,0x6d522605
UVCenter,0xce7fb1f7,0x31804e08,0x31804e08
uv_invdiff,0xc223975b,0x3ddc68a4,0x3ddc68a4
UVInvDiff,0x1c7c96b0,0xe383694f,0x6383694f
PRIMITIVE_HS_CONTROL_POINT,0xdda75cca,0x2258a335,0x2258a335
PRIMITIVE_DS_OUTPUT,0x8aa265a4,0x755d9a5b,0x755d9a5b
PRIMITIVE_DC_OUTPUT,0xf619548f,0x9e6ab70,0x9e6ab70
SV_TARGET,0xec5743db,0x13a8bc24,0x13a8bc24
RADIAL_BLUR_OUTPUT,0xa2b457a3,0x5d4ba85c,0x5d4ba85c
TVNOISE_FILTER_OUTPUT,0x7a903644,0x856fc9bb,0x56fc9bb
PositionNoise,0xc1abac9d,0x3e545362,0x3e545362
ColorNoise,0x53c7f1a2,0xac380e5d,0x2c380e5d
VARIANCE_FILTER_OUTPUT,0x9f79d4ae,0x60862b51,0x60862b51
CUBEMAP_VARIANCE_FILTER_OUTPUT,0x58d56bb,0xfa72a944,0x7a72a944
dir0,0xe9d6643f,0x16299bc0,0x16299bc0
dir1,0x9ed154a9,0x612eab56,0x612eab56
BLOOM_FILTER_OUTPUT,0x3e8aac3c,0xc17553c3,0x417553c3
IMAGE_PLANE_FILTER_OUT,0x9c627ff2,0x639d800d,0x639d800d
IA_CUBEMAP_FILTER,0xe1ca522e,0x1e35add1,0x1e35add1
CUBEMAP_FILTER_OUTPUT,0x601c2724,0x9fe3d8db,0x1fe3d8db
IA_GSDOFFILTER,0xd7163633,0x28e9c9cc,0x28e9c9cc
col,0x13b1f670,0xec4e098f,0x6c4e098f
row,0x8430f6db,0x7bcf0924,0x7bcf0924
VS_DOF_INPUT,0x414e2032,0xbeb1dfcd,0x3eb1dfcd
co,0xd2045652,0x2dfba9ad,0x2dfba9ad
ro,0x81dd7542,0x7e228abd,0x7e228abd
GS_DOF_INPUT,0xd6f381a1,0x290c7e5e,0x290c7e5e
position2,0xd744947a,0x28bb6b85,0x28bb6b85
position3,0xa043a4ec,0x5fbc5b13,0x5fbc5b13
btri,0xcaf4e290,0x350b1d6f,0x350b1d6f
PS_DOF_INPUT,0xae7385d2,0x518c7a2d,0x518c7a2d
texuv,0x7744d671,0x88bb298e,0x8bb298e
GS_DOF_OUTPUT,0x4ed83bec,0xb127c413,0x3127c413
VPIndex,0x5677b41c,0xa9884be3,0x29884be3
SV_ViewportArrayIndex,0x1dd13e22,0xe22ec1dd,0x622ec1dd
SSAO_OUTPUT,0xb9d51b62,0x462ae49d,0x462ae49d
vpos,0x10881fe2,0xef77e01d,0x6f77e01d
ViewPosition,0xfa7ea9dc,0x5815623,0x5815623
SSAO_NORMAL_OUT,0x7315b414,0x8cea4beb,0xcea4beb
center_npos,0xa88263a1,0x577d9c5e,0x577d9c5e
delta,0x9643fed9,0x69bc0126,0x69bc0126
Delta,0x5782d1dd,0xa87d2e22,0x287d2e22
IA_BOKEH,0x24d691c1,0xdb296e3e,0x5b296e3e
TANGENT_FILTER_OUT,0x3d289498,0xc2d76b67,0x42d76b67
PRIM_FOG_OUT,0xd66c4480,0x2993bb7f,0x2993bb7f
PRIM_EYE_OUT,0x48cbecfb,0xb7341304,0x37341304
e_vector,0x82180110,0x7de7feef,0x7de7feef
distance,0x1c929a81,0xe36d657e,0x636d657e
PRIM_NTB_OUT,0x447277cf,0xbb8d8830,0x3b8d8830
IA_WATER,0x8611e337,0x79ee1cc8,0x79ee1cc8
IA_WATER_VCOLOR,0xada075ab,0x525f8a54,0x525f8a54
IA_WATER_RIPPLE,0xc939e4c5,0x36c61b3a,0x36c61b3a
height,0xf54de50f,0xab21af0,0xab21af0
WATER_OUTPUT,0x4f70cce7,0xb08f3318,0x308f3318
WaveHeight,0x3c8da6f,0xfc372590,0x7c372590
unit_texcoord,0xaf739e9f,0x508c6160,0x508c6160
UnitTexcoord,0x1b0b221c,0xe4f4dde3,0x64f4dde3
bubble_mask,0x63432263,0x9cbcdd9c,0x1cbcdd9c
BubbleMask,0x9deb4775,0x6214b88a,0x6214b88a
WATER_RIPPLE_OUTPUT,0xa50f0aad,0x5af0f552,0x5af0f552
WATER_POSITION_OUTPUT,0xb9078b02,0x46f874fd,0x46f874fd
IA_GUI,0xd2715f6a,0x2d8ea095,0x2d8ea095
VS_OUT_GUI,0x9dbd23eb,0x6242dc14,0x6242dc14
TexCoord0,0xfed697d,0xf0129682,0x70129682
TexCoord1,0x78ea59eb,0x8715a614,0x715a614
Color0,0x2ac7d683,0xd538297c,0x5538297c
IA_TEXTURE_BLEND,0x5096bf20,0xaf6940df,0x2f6940df
TEXTURE_BLEND_OUTPUT,0xb97ce98a,0x46831675,0x46831675
IA_GPU_PARTICLE,0xa2b00702,0x5d4ff8fd,0x5d4ff8fd
index,0x80736701,0x7f8c98fe,0x7f8c98fe
rotation,0x297c98f1,0xd683670e,0x5683670e
uv_scale,0xd996cd37,0x266932c8,0x266932c8
IA_GPU_LINE_PARTICLE,0x6da8cf59,0x925730a6,0x125730a6
IA_GPU_POLYLINE_PARTICLE,0x7f587b6e,0x80a78491,0xa78491
width,0x8c1a452f,0x73e5bad0,0x73e5bad0
GPU_PARTICLE_VS_INPUT,0x3829de45,0xc7d621ba,0x47d621ba
GPU_PARTICLE_PS_INPUT,0xfe46d7c2,0x1b9283d,0x1b9283d
IA_LIGHTSHAFT_INPUT,0xd06dd640,0x2f9229bf,0x2f9229bf
LIGHTSHAFT_OUTPUT,0x6a16b4e7,0x95e94b18,0x15e94b18
plane_dist0,0xe5f0cabc,0x1a0f3543,0x1a0f3543
PlaneDistance,0xe3e0ce14,0x1c1f31eb,0x1c1f31eb
plane_dist1,0x92f7fa2a,0x6d0805d5,0x6d0805d5
IA_GRASS,0xd52f681e,0x2ad097e1,0x2ad097e1
color_blend,0xda51239a,0x25aedc65,0x25aedc65
cos_sin,0xbb0efbda,0x44f10425,0x44f10425
vert_no,0x6c31738f,0x93ce8c70,0x13ce8c70
width_height,0xe7c15686,0x183ea979,0x183ea979
power,0xab8a01a0,0x5475fe5f,0x5475fe5f
IA_GRASS_HICOMP,0xa39f3251,0x5c60cdae,0x5c60cdae
vertex_no,0xa835add8,0x57ca5227,0x57ca5227
angle,0x814509,0xff7ebaf6,0x7f7ebaf6
IA_GRASS_HICOMP2,0x61a405d,0xf9e5bfa2,0x79e5bfa2
vertex_no_color_blend,0x35134cb1,0xcaecb34e,0x4aecb34e
scaling,0x74803c07,0x8b7fc3f8,0xb7fc3f8
IA_GRASS_LOWEST,0xb68e3b3f,0x4971c4c0,0x4971c4c0
IA_GRASS_POINT,0x2944cadc,0xd6bb3523,0x56bb3523
vert,0x6b6d87c6,0x94927839,0x14927839
GRASS_INPUT,0x3dee46e6,0xc211b919,0x4211b919
vno_cb,0xa372309b,0x5c8dcf64,0x5c8dcf64
color_tweak,0xa5ce9078,0x5a316f87,0x5a316f87
COLOR_TWEAK,0x2f6107a6,0xd09ef859,0x509ef859
GRASS_OUTPUT,0xa68bf218,0x59740de7,0x59740de7
world_position,0xb3cc658c,0x4c339a73,0x4c339a73
world_normal,0xb1bb15a7,0x4e44ea58,0x4e44ea58
world_tangent,0xcb5f25bf,0x34a0da40,0x34a0da40
world_binormal,0x8c6539a7,0x739ac658,0x739ac658
WORLD_BINORMAL,0xe5bcc139,0x1a433ec6,0x1a433ec6
GRASS_ORIGIN,0xb4a4b098,0x4b5b4f67,0x4b5b4f67
reflection,0x30cf19b2,0xcf30e64d,0x4f30e64d
REFLECTION,0x3b50048d,0xc4affb72,0x44affb72
FOG,0x140faf99,0xebf05066,0x6bf05066
GRASS_SHADOWRECEIVE_OUTPUT,0x90b99202,0x6f466dfd,0x6f466dfd
fade,0x4a55eda0,0xb5aa125f,0x35aa125f
FADE,0x7cc00014,0x833fffeb,0x33fffeb
DYNAMICEDIT_INPUT,0x1f5f343c,0xe0a0cbc3,0x60a0cbc3
DYNAMICEDIT_OUTPUT,0xc0af78a0,0x3f50875f,0x3f50875f
ALPHA_MASK,0x9e6f4c68,0x6190b397,0x6190b397
GRASS_INFOMATION,0xf3ccbff6,0xc334009,0xc334009
GRASS_REFLECTION,0x9ac90a4,0xf6536f5b,0x76536f5b
lightmask,0x6b3578f1,0x94ca870e,0x14ca870e
DEFERRED_MATERIAL_PS_OUTPUT,0x31a12861,0xce5ed79e,0x4e5ed79e
IA_GRASS_SPU_INPUT,0xd7768e71,0x2889718e,0x2889718e
IA_GRASS_OUTSOURCING,0xe823a587,0x17dc5a78,0x17dc5a78
IA_GRASS_OUTSOURCING_F32,0x45c40908,0xba3bf6f7,0x3a3bf6f7
GRASS_OUTSOURCING_INPUT,0x4e65a7d,0xfb19a582,0x7b19a582
os_position,0x3b3058b2,0xc4cfa74d,0x44cfa74d
IA_MIRAGEFILTER,0xe542e361,0x1abd1c9e,0x1abd1c9e
MIRAGE_FILTER_VS_INPUT,0xd2c5fe42,0x2d3a01bd,0x2d3a01bd
decompress,0x16404e7,0xfe9bfb18,0x7e9bfb18
Decompress,0x4e390737,0xb1c6f8c8,0x31c6f8c8
MIRAGE_FILTER_PS_INPUT,0x14aaf7c5,0xeb55083a,0x6b55083a
VtxPosition,0x952dbb6e,0x6ad24491,0x6ad24491
MIRAGE_HEAT_VS_INPUT,0xdf274932,0x20d8b6cd,0x20d8b6cd
MIRAGE_HEAT_PS_INPUT,0x194840b5,0xe6b7bf4a,0x66b7bf4a
IA_SIMWATER_FOR_VIEW_VS_INPUT,0x1bbf957e,0xe4406a81,0x64406a81
SIMWATER_FOR_VIEW_VS_OUTPUT,0x34e0b523,0xcb1f4adc,0x4b1f4adc
SIMWATER_FOR_VIEW_PS_INPUT,0x4248efad,0xbdb71052,0x3db71052
IA_SOFTBODY_QUAD,0xc5de3ef1,0x3a21c10e,0x3a21c10e
IA_SOFTBODY_VERTEX,0x46ce84cb,0xb9317b34,0x39317b34
texCoord0,0x8d1cebde,0x72e31421,0x72e31421
IA_SOFTBODY_DECOUPLE,0x6656ef47,0x99a910b8,0x19a910b8
texCoord1,0xfa1bdb48,0x5e424b7,0x5e424b7
texCoord2,0x63128af2,0x9ced750d,0x1ced750d
IA_SOFTBODY_VERTEX_NOVTF,0x9c3b0b57,0x63c4f4a8,0x63c4f4a8
IA_SOFTBODY_VERTEX_PS3,0x7d6645e7,0x8299ba18,0x299ba18
IA_SOFTBODY_DECOUPLE_NOVTF,0x5b121603,0xa4ede9fc,0x24ede9fc
SB_IC_OUTPUT,0x7b51a8cf,0x84ae5730,0x4ae5730
SB_INPUT,0x7999f244,0x86660dbb,0x6660dbb
XY,0x210c2cf3,0xdef3d30c,0x5ef3d30c
SB_OUTPUT,0x9e174768,0x61e8b897,0x61e8b897
texCoord,0x1b8c5b09,0xe473a4f6,0x6473a4f6
TEXCOORD,0x1c7ee841,0xe38117be,0x638117be
SB_OUTPUT2,0x59224020,0xa6ddbfdf,0x26ddbfdf
DIFF,0x73e5aa1f,0x8c1a55e0,0xc1a55e0
SB_PSMRTOUT,0x9f12b8f2,0x60ed470d,0x60ed470d
Color1,0x5dc0e615,0xa23f19ea,0x223f19ea
SB_PSMRTOUT2,0x49f93f85,0xb606c07a,0x3606c07a
Color2,0xc4c9b7af,0x3b364850,0x3b364850
Color3,0xb3ce8739,0x4c3178c6,0x4c3178c6
SB_PSMRTOUT3,0x3efe0f13,0xc101f0ec,0x4101f0ec
TATTOO_OUTPUT,0xbcf69f1c,0x430960e3,0x430960e3
pcoord,0x136a7482,0xec958b7d,0x6c958b7d
ProjectionCoord,0xe75e12bd,0x18a1ed42,0x18a1ed42
IA_TATTOO_BLEND2D,0x4fa64028,0xb059bfd7,0x3059bfd7
TATTOO_BLEND2D_OUTPUT,0xbca445f4,0x435bba0b,0x435bba0b
IA_BUILDER,0xb0c43c1f,0x4f3bc3e0,0x4f3bc3e0
BUILDER_VS_INPUT,0x2121b757,0xdede48a8,0x5ede48a8
BUILDER_PS_INPUT,0xe74ebed0,0x18b1412f,0x18b1412f
IA_SKY,0xa87b7d,0xff578482,0x7f578482
IA_ASTRAL_BODY,0x8124365a,0x7edbc9a5,0x7edbc9a5
SKY_MAP_VS_OUT,0x5e11b63e,0xa1ee49c1,0x21ee49c1
SKY_OUT,0x9caf92b4,0x63506d4b,0x63506d4b
ASTRAL_BODY_VS_OUT,0xbf49ec94,0x40b6136b,0x40b6136b
IA_SKY_STAR,0xc87cc880,0x3783377f,0x3783377f
SKY_STAR_OUT,0xe435660b,0x1bca99f4,0x1bca99f4
SKY_STARRY_SKY_OUT,0xc9d48f8f,0x362b7070,0x362b7070
IA_AMBIENT_SHADOW,0xa62c2d1c,0x59d3d2e3,0x59d3d2e3
AMBIENT_SHADOW_OUT,0x6b64716d,0x949b8e92,0x149b8e92
OCCLUSION_QUERY_VS_OUTPUT,0x727d7367,0x8d828c98,0xd828c98
MRTOutput,0x73fd79ea,0x8c028615,0xc028615
Target0,0x8f2b37a5,0x70d4c85a,0x70d4c85a
Target1,0xf82c0733,0x7d3f8cc,0x7d3f8cc
MRTOutput3T,0x54fc4321,0xab03bcde,0x2b03bcde
Target2,0x61255689,0x9edaa976,0x1edaa976
IA_VERTEX_INDEX_F32,0xad1857a8,0x52e7a857,0x52e7a857
IA_VERTEX_INDEX_F16,0x9843f133,0x67bc0ecc,0x67bc0ecc
f16,0xbafcfcab,0x45030354,0x45030354
TRIANGLE_INPUT,0x7ac19dcc,0x853e6233,0x53e6233
idx0,0xe98bc73b,0x167438c4,0x167438c4
idx1,0x9e8cf7ad,0x61730852,0x61730852
